id;nombre;apellido;profesion;fecha;sueldo;comision;Departamento
392;IGNACIO;RUIZ SANTANA;5;09/05/2013;1635;0;2
393;DAVID;SANTANA DOMINGUEZ;5;12/03/1997;2084;0;5
394;PABLO;DURAN HIDALGO;1;04/01/1991;2814;0;3
395;ADRIA;MARTIN SANCHEZ;1;07/04/1996;980;0;2
396;NICOLAS;MARQUEZ MEDINA;2;12/05/1997;754;687;3
397;ARNAU;VICENTE SERRANO;1;08/12/2004;1732;0;4
398;SERGIO;SANZ CARRASCO;1;08/05/1997;2233;0;2
399;MARCO;CABRERA RODRIGUEZ;1;11/10/1995;1280;0;4
400;JORDI;SAEZ RAMOS;1;11/03/2013;604;0;3
401;LEO;VICENTE ORTIZ;2;09/02/2006;2738;704;2
402;LUCAS;ROMAN CANO;1;04/03/2011;2299;0;4
403;GERARD;CABRERA LOPEZ;3;05/07/1998;1937;0;1
404;CARLOS;NIETO CABALLERO;4;07/03/2012;1607;0;4
405;MARC;ALONSO RUBIO;1;07/06/2001;1057;0;5
406;ALVARO;CASTRO CANO;1;07/12/1997;693;0;6
407;MIGUEL;LEON SANTANA;3;06/05/1997;1409;0;3
408;DANIEL;GIMENEZ JIMENEZ;2;05/07/1995;1514;834;4
409;CARLOS;BLANCO CRESPO;1;06/07/2010;2264;0;1
410;JOSE MANUEL;RUBIO FERNANDEZ;1;02/04/1997;2931;0;2
411;RAYAN;JIMENEZ VICENTE;4;02/03/2005;1258;0;5
412;YAGO;ROJAS BENITEZ;5;06/04/2003;1048;0;1
413;HECTOR;MU¥OZ GONZALEZ;2;08/01/2005;2993;699;1
414;OSCAR;HIDALGO MENDEZ;2;01/03/2000;1452;641;6
415;RAFAEL;MORENO DOMINGUEZ;2;11/07/1993;1991;585;2
416;GUILLERMO;SOTO NU¥EZ;4;10/11/2007;2565;0;2
417;YERAY;MENDEZ NAVARRO;4;11/01/1991;1839;0;1
418;CARLOS;RAMIREZ GONZALEZ;1;03/12/2001;2640;0;1
419;JOAN;VEGA HERRERA;4;03/06/2002;1445;0;1
420;JOEL;GARRIDO RODRIGUEZ;1;11/08/2001;2441;0;4
421;UNAI;TORRES GUTIERREZ;2;05/02/2009;1503;985;2
422;ADRIA;GUTIERREZ MOYA;1;06/02/2000;1324;0;1
423;ORIOL;DELGADO LEON;5;11/08/2007;2337;0;1
424;OSCAR;MARTINEZ HERRERO;1;01/05/1990;2502;0;3
425;FRANCISCO;PRIETO HIDALGO;4;02/08/1997;2929;0;2
426;LEO;IBA¥EZ PASCUAL;1;07/01/2013;2844;0;4
427;JOSE ANTONIO;CANO SAEZ;2;01/02/2008;1230;614;3
428;JOSE MANUEL;DURAN LEON;1;03/08/1992;2481;0;3
429;SAMUEL;SOLER GALLARDO;1;04/10/1993;2152;0;4
430;NICOLAS;CARMONA CASTILLO;3;09/01/1998;2243;0;3
431;BIEL;PASCUAL SOTO;1;08/02/1997;2016;0;1
432;UNAI;SANCHEZ IBA¥EZ;2;06/12/1993;1098;615;5
433;CRISTIAN;GALLEGO IGLESIAS;1;12/04/2013;2012;0;2
434;UNAI;MENDEZ RUIZ;6;02/01/1993;1142;0;6
435;JOSE ANTONIO;SANZ CARRASCO;4;07/05/1992;1436;0;5
436;MARIO;CRUZ DIAZ;1;10/06/1993;1729;0;4
437;JOSE;DOMINGUEZ CABRERA;2;02/10/1991;2489;628;4
438;JOSE ANTONIO;SANTOS LEON;6;08/12/1999;1610;0;4
439;ENRIQUE;DELGADO LOZANO;2;07/09/2002;2584;882;2
440;RAUL;MARQUEZ MARQUEZ;4;02/10/2003;2689;0;1
441;BIEL;FLORES SUAREZ;2;12/07/2013;2945;590;1
442;IVAN;SAEZ FLORES;4;05/12/2012;1450;0;4
443;HECTOR;HERNANDEZ GALLARDO;1;04/01/2012;2627;0;6
444;MARIO;BRAVO VARGAS;1;03/10/2012;2592;0;4
445;AITOR;FUENTES SUAREZ;1;11/05/2001;991;0;2
446;GONZALO;LEON HERRERO;2;09/02/2005;659;565;4
447;ORIOL;GARCIA NAVARRO;6;07/01/2013;2198;0;4
448;OSCAR;FUENTES ROMAN;2;09/01/1996;1911;943;2
449;RAFAEL;SUAREZ SANTOS;2;12/10/1991;2725;927;4
450;IVAN;FLORES GARCIA;3;06/09/1997;2371;0;1
451;SANTIAGO;FLORES FLORES;6;06/03/2007;1436;0;4
452;MATEO;IGLESIAS DURAN;1;09/05/2013;1429;0;4
453;FERNANDO;GALLEGO MONTERO;1;02/03/2003;2766;0;1
454;ERIK;FERNANDEZ RUBIO;1;07/01/2005;1518;0;4
455;JOEL;CARMONA CANO;1;05/03/2012;2610;0;1
456;EDUARDO;MONTERO ARIAS;4;01/12/2010;1908;0;2
457;ANDER;SANTOS ORTEGA;1;11/06/2002;1269;0;4
458;ALEX;DURAN CALVO;1;05/09/2009;2013;0;5
459;IZAN;VELASCO RUBIO;2;09/02/2001;1121;652;1
460;RODRIGO;MEDINA RODRIGUEZ;3;04/07/2003;2544;0;4
461;PABLO;VELASCO CABRERA;1;02/08/2001;927;0;1
462;ALBERTO;VAZQUEZ CASTILLO;4;12/12/1994;1859;0;4
463;ALONSO;CARRASCO BRAVO;5;10/07/2013;2433;0;1
464;JON;DIAZ GARCIA;3;09/06/1999;2023;0;4
465;MARIO;PASCUAL DELGADO;1;03/11/1998;2180;0;4
466;JOSE MANUEL;RUBIO JIMENEZ;6;01/10/2000;1888;0;6
467;RODRIGO;HERRERO GARRIDO;3;04/03/1990;2357;0;2
468;FERNANDO;CRUZ ARIAS;1;01/01/2013;748;0;4
469;MARTI;ORTEGA VEGA;1;12/02/1994;1090;0;1
470;GUILLERMO;MORENO SANTOS;6;05/06/2002;1521;0;3
471;ERIC;GARRIDO PEREZ;6;01/04/2009;1324;0;5
472;ALONSO;GALLEGO GARCIA;1;09/09/1997;968;0;4
473;BRUNO;VELASCO BENITEZ;1;05/05/2013;814;0;4
474;MOHAMED;LOPEZ CRESPO;1;11/10/2007;2673;0;2
475;ALEJANDRO;RAMIREZ PASCUAL;1;07/12/2010;2987;0;1
476;ERIK;PARRA GALLARDO;1;12/06/2008;1347;0;2
477;ERIC;MOLINA SANCHEZ;3;08/11/2013;732;0;1
478;ERIK;ORTEGA DELGADO;1;01/05/1995;2902;0;1
479;HUGO;MARQUEZ GIMENEZ;1;07/03/2005;1394;0;4
480;IZAN;VELASCO LEON;1;05/08/1999;643;0;2
481;DARIO;NAVARRO NAVARRO;2;05/10/1993;2998;563;3
482;JESUS;AGUILAR CORTES;3;08/02/1995;682;0;2
483;RUBEN;MONTERO MOLINA;1;10/11/1996;1615;0;2
484;JON;REYES MU¥OZ;1;01/10/2006;621;0;1
485;ALONSO;GUERRERO TORRES;4;07/08/1999;2895;0;4
486;SANTIAGO;BLANCO SANTANA;1;05/09/1996;2621;0;4
487;GONZALO;BENITEZ PARRA;1;05/04/1991;2735;0;4
488;HUGO;SUAREZ GIL;1;12/10/2002;1330;0;1
489;JUAN;CORTES FUENTES;5;11/12/1994;2440;0;5
490;JAN;BENITEZ MORALES;5;04/08/2006;2165;0;3
491;ISAAC;TORRES SUAREZ;2;06/09/2003;2816;621;4
492;YERAY;NU¥EZ MOYA;1;08/07/1997;934;0;4
493;POL;CRESPO RUBIO;1;03/06/1997;1253;0;2
494;MARC;MU¥OZ PASCUAL;5;09/04/2001;1295;0;3
495;ALBERTO;ROMERO IGLESIAS;5;12/11/1995;1800;0;1
496;MARIO;CORTES MORENO;1;03/04/2000;1954;0;2
497;FRANCISCO;NAVARRO DOMINGUEZ;2;12/10/1997;1089;817;1
498;FERNANDO;GUTIERREZ DELGADO;2;04/05/1995;2952;968;3
499;MATEO;BLANCO ROMERO;1;11/09/2010;2045;0;1
500;IKER;ORTIZ RAMOS;4;05/01/2001;2798;0;2
501;ALONSO;VEGA PRIETO;1;08/07/1996;1609;0;2
502;MIGUEL;VARGAS MENDEZ;1;01/11/2003;852;0;1
503;HECTOR;IGLESIAS MENDEZ;1;07/08/1992;2716;0;6
504;SANTIAGO;RAMIREZ RAMOS;5;06/06/1998;2793;0;4
505;JORGE;SERRANO SANCHEZ;3;07/10/2000;1935;0;5
506;CESAR;MORALES IGLESIAS;3;07/12/2000;1430;0;5
507;LUIS;TORRES BENITEZ;5;02/02/2005;625;0;4
508;VICTOR;HERNANDEZ RUBIO;2;09/02/1993;928;810;2
509;FERNANDO;GIMENEZ MENDEZ;1;06/01/2007;1706;0;2
510;DIEGO;AGUILAR GALLARDO;5;11/08/2007;1671;0;1
511;FRANCISCO JAVIER;GARRIDO GUERRERO;3;02/06/2006;1935;0;5
512;JAN;HIDALGO PRIETO;4;02/03/2001;2318;0;2
513;UNAI;SOTO BLANCO;1;07/06/1993;2296;0;6
514;HUGO;VARGAS RUIZ;1;05/10/2012;938;0;4
515;ENRIQUE;DELGADO PASCUAL;1;08/06/1996;1357;0;6
516;ADRIAN;CANO SANTANA;4;10/05/2006;1924;0;4
517;BIEL;MONTERO LOZANO;2;02/10/2005;1084;550;6
518;ANTONIO;ORTEGA FLORES;1;03/02/1991;2840;0;1
519;IGNACIO;BRAVO ROJAS;1;09/06/1990;635;0;2
520;BRUNO;SANCHEZ MARQUEZ;1;07/09/1993;2738;0;5
521;ALBERTO;MARQUEZ NU¥EZ;2;10/12/2009;2261;980;4
522;RAUL;HERRERO MORA;6;03/07/2003;2990;0;6
523;DIEGO;ROJAS CALVO;5;08/02/2013;1831;0;5
524;JORGE;PE¥A VEGA;1;02/02/2009;1091;0;1
525;ROBERTO;VICENTE VIDAL;3;07/02/1999;1548;0;1
526;JOAN;RODRIGUEZ DELGADO;1;08/01/2010;2227;0;6
527;FRANCISCO JAVIER;PARRA PE¥A;1;03/11/1997;1124;0;6
528;MATEO;RODRIGUEZ SANTANA;2;08/06/2007;1963;883;1
529;IZAN;REYES AGUILAR;2;06/09/1994;1251;767;4
530;AITOR;IBA¥EZ NAVARRO;6;10/01/1990;2484;0;1
531;POL;VELASCO BLANCO;2;02/12/2008;2980;911;4
532;YAGO;AGUILAR BLANCO;1;02/09/1991;606;0;4
533;AARON;PEREZ RODRIGUEZ;5;04/01/1996;2672;0;3
534;IAN;TORRES ROMERO;2;08/10/2011;1098;680;4
535;NICOLAS;VAZQUEZ HERRERO;1;08/07/2005;1972;0;3
536;JOAN;LEON MORALES;1;11/04/1999;2774;0;5
537;RAFAEL;LEON VARGAS;2;05/08/1992;2194;593;3
538;CRISTIAN;GONZALEZ SANTIAGO;2;12/08/2000;1426;716;4
539;IKER;SUAREZ GARCIA;1;07/10/1998;2627;0;4
540;JOAN;GUERRERO MOLINA;2;04/04/2013;1454;983;2
541;ALEJANDRO;LOZANO AGUILAR;1;01/10/2005;1534;0;4
542;GABRIEL;NAVARRO BENITEZ;2;05/09/1992;1249;695;4
543;JON;VIDAL CRUZ;1;01/04/2004;1737;0;6
544;IAN;RUIZ SANTOS;1;01/07/2004;1085;0;4
545;NICOLAS;MARQUEZ MOLINA;5;03/09/1995;1319;0;6
546;ARNAU;MOYA DIEZ;1;11/01/2005;1917;0;4
547;MARTIN;GUTIERREZ VARGAS;1;05/11/1999;2594;0;4
548;FRANCISCO JAVIER;CABALLERO NU¥EZ;2;09/07/1992;2749;666;6
549;SAUL;IBA¥EZ GONZALEZ;1;03/09/2012;605;0;3
550;ALBERTO;GIL ORTEGA;1;01/05/1995;988;0;1
551;JOSE;VAZQUEZ DOMINGUEZ;1;05/04/1993;2300;0;2
552;DARIO;MARQUEZ ALONSO;5;04/02/2009;1488;0;3
553;CARLOS;CALVO MARTIN;3;12/09/2011;2164;0;3
554;FRANCISCO;GALLARDO MORA;1;06/10/2006;2588;0;2
555;MATEO;NU¥EZ MARTIN;1;10/04/1994;2557;0;4
556;NIL;TORRES PARRA;6;08/01/2000;1189;0;4
557;SAUL;DOMINGUEZ HERRERA;1;02/06/2006;2550;0;3
558;PEDRO;LOPEZ VEGA;2;12/08/2013;1369;665;5
559;ALBERTO;GUERRERO MARQUEZ;1;11/03/2000;1646;0;1
560;JOSE MANUEL;GALLARDO GALLEGO;1;07/09/2010;803;0;3
561;SAUL;CARMONA GUERRERO;2;12/03/2013;658;959;1
562;YAGO;RAMOS GARCIA;2;07/05/2008;1433;964;2
563;DARIO;NAVARRO MORENO;3;10/05/1999;2773;0;1
564;IZAN;RAMOS CALVO;1;11/12/1990;831;0;2
565;CESAR;HERRERO LORENZO;2;01/01/1991;1860;623;6
566;ALEJANDRO;MARTINEZ ALONSO;3;09/09/1990;2806;0;1
567;ADAM;CARRASCO CALVO;2;11/03/2008;1859;633;4
568;BRUNO;CABRERA PASTOR;1;10/08/2011;1201;0;4
569;ROBERTO;PASTOR SAEZ;4;08/03/1996;1451;0;2
570;PAU;NIETO DOMINGUEZ;6;06/08/2013;865;0;6
571;JOAN;MOYA GUERRERO;3;11/12/2007;677;0;4
572;JOSE;MOYA VELASCO;1;03/05/2012;1592;0;4
573;LUIS;SANZ CASTILLO;1;11/04/2005;2370;0;1
574;DARIO;VARGAS SOTO;1;02/12/1998;758;0;2
575;POL;CALVO REYES;3;06/06/2007;874;0;4
576;IKER;REYES MEDINA;1;04/06/2004;2345;0;2
577;ENRIQUE;HERRERA LEON;3;03/01/1996;1362;0;2
578;ORIOL;GUERRERO BLANCO;4;01/07/1996;2790;0;4
579;SANTIAGO;CASTRO BRAVO;4;02/06/1996;1178;0;6
580;ADAM;HIDALGO SOLER;3;04/02/2000;1173;0;4
581;ANDER;PASTOR SANCHEZ;1;06/08/1992;608;0;3
582;NICOLAS;SUAREZ SANTANA;1;02/01/2005;2332;0;4
583;MOHAMED;LOPEZ FERNANDEZ;6;06/09/2002;1035;0;2
584;VICTOR;SANTANA SUAREZ;6;08/09/2002;1940;0;2
585;GUILLEM;GARCIA PE¥A;1;01/07/2002;2189;0;4
586;MANUEL;DIEZ CARRASCO;4;12/07/2006;1652;0;4
587;ENRIQUE;VICENTE ORTIZ;6;05/03/1991;2183;0;2
588;PEDRO;CALVO CABALLERO;1;10/05/2003;773;0;4
589;ANDRES;SOLER ALVAREZ;1;04/01/2013;1723;0;4
590;ALEIX;GIMENEZ ROJAS;4;10/05/1998;2032;0;4
591;RUBEN;MONTERO SANZ;6;08/05/1992;2474;0;3
592;MOHAMED;JIMENEZ MOLINA;1;09/05/1991;1474;0;1
593;AARON;CAMPOS VARGAS;1;02/11/2009;2482;0;5
594;FERNANDO;ORTEGA CARRASCO;5;07/10/1998;1366;0;5
595;RODRIGO;RAMOS RAMIREZ;2;11/03/1991;2754;538;4
596;OLIVER;ORTIZ HERNANDEZ;1;11/06/2003;1983;0;3
597;MANUEL;IGLESIAS ALONSO;1;09/11/2003;2436;0;4
598;ANTONIO;PEREZ GIMENEZ;2;04/12/2012;1842;772;2
599;MOHAMED;MONTERO CRESPO;4;06/11/1995;2040;0;6
600;RAUL;VEGA MARIN;1;08/01/2005;2480;0;4
601;GONZALO;GOMEZ GUTIERREZ;3;06/10/2005;1990;0;2
602;SANTIAGO;SOTO VICENTE;1;05/05/2000;2542;0;3
603;ALBERTO;BENITEZ TORRES;1;04/03/2002;620;0;6
604;RAUL;DOMINGUEZ FUENTES;1;02/04/1999;1345;0;6
605;MIGUEL ANGEL;PEREZ NAVARRO;6;10/10/2007;2026;0;4
606;OMAR;ORTIZ ROMAN;2;01/01/1990;2176;905;2
607;LUIS;SOLER DELGADO;3;08/01/2010;1985;0;3
608;FERNANDO;CARMONA SANCHEZ;1;12/04/2011;2816;0;4
609;ALONSO;RUBIO SANTIAGO;5;12/03/2007;2496;0;2
610;ADRIA;RAMOS SERRANO;1;10/01/2005;2424;0;2
611;MANUEL;MARTIN SANCHEZ;3;11/12/2001;1254;0;3
612;YAGO;RUBIO VELASCO;2;09/07/2013;2711;883;2
613;JUAN;PEREZ CRESPO;1;08/05/1995;664;0;5
614;MARCOS;PRIETO ESTEBAN;5;06/05/1995;1035;0;1
615;YERAY;CABRERA VARGAS;1;10/06/1998;631;0;2
616;NIL;HERRERA GONZALEZ;3;01/08/2006;1863;0;3
617;JAN;GUERRERO LEON;2;05/08/2004;2392;864;1
618;MARC;VARGAS SANTIAGO;2;03/10/1999;2325;886;4
619;LUIS;HERNANDEZ HERNANDEZ;5;06/02/1997;822;0;4
620;ADRIAN;CARMONA RAMOS;2;10/07/2006;945;576;5
621;JAVIER;CASTRO HERNANDEZ;2;11/12/1993;2594;967;6
622;RAFAEL;GALLARDO ESTEBAN;2;04/06/2012;678;709;6
623;GUILLEM;GIMENEZ PASCUAL;3;12/09/1998;618;0;5
624;ANGEL;CORTES DOMINGUEZ;3;03/09/2004;2971;0;2
625;RAYAN;FUENTES NU¥EZ;1;12/10/2000;1449;0;1
626;MIGUEL;VIDAL NAVARRO;1;02/05/1992;1107;0;6
627;CRISTIAN;ROMERO GIMENEZ;1;06/09/1998;1515;0;1
628;ALBERTO;ORTEGA ARIAS;6;06/12/1996;1893;0;2
629;IGNACIO;VELASCO SAEZ;3;11/12/1991;2874;0;2
630;ARNAU;ALVAREZ GIL;5;07/09/1990;2298;0;4
631;ROBERTO;BENITEZ FERRER;1;07/01/1990;2996;0;4
632;SANTIAGO;PARRA MORALES;4;09/01/1996;939;0;1
633;ALEIX;FERRER MOLINA;2;08/10/2000;1691;964;1
634;IKER;ROMERO MU¥OZ;6;02/10/2011;1754;0;1
635;MARIO;ARIAS CABALLERO;2;04/02/1990;2002;716;1
636;SAMUEL;TORRES PASCUAL;1;02/12/2001;1567;0;1
637;ADRIA;ROJAS GALLEGO;2;05/01/2000;2871;852;1
638;PEDRO;IGLESIAS HERRERA;1;07/01/2002;2955;0;3
639;DANIEL;LEON GARRIDO;1;06/06/1992;654;0;5
640;ANDRES;ESTEBAN FERRER;5;10/04/2012;2556;0;1
641;HUGO;FERNANDEZ SANTANA;3;07/06/2010;2301;0;3
642;MARTIN;ROMERO VIDAL;1;12/08/2000;2170;0;1
643;JORGE;GONZALEZ MORA;5;01/08/1990;2466;0;2
644;GAEL;CAMPOS NAVARRO;6;06/04/2003;691;0;4
645;PEDRO;MENDEZ AGUILAR;2;12/11/1992;957;950;1
646;JUAN;CAMPOS CARRASCO;1;08/03/2005;1875;0;6
647;IVAN;NU¥EZ SANTOS;3;08/06/2009;1995;0;4
648;SANTIAGO;CALVO JIMENEZ;2;03/02/2005;2989;612;4
649;IAN;CAMPOS DELGADO;5;03/09/1991;1387;0;5
650;DAVID;ALVAREZ FUENTES;3;09/10/2003;1194;0;2
651;ADAM;MARIN MENDEZ;4;06/02/1999;1249;0;2
652;JORDI;PE¥A SERRANO;3;10/10/1993;686;0;4
653;JOSE;IBA¥EZ PASTOR;1;12/04/2006;2343;0;4
654;UNAI;GONZALEZ VELASCO;4;03/07/1998;725;0;3
655;PEDRO;SUAREZ ROMAN;2;11/08/2004;2071;883;2
656;ANGEL;DIAZ PRIETO;2;08/09/2002;1177;564;1
657;GUILLEM;RAMIREZ DOMINGUEZ;2;04/05/2009;1238;910;5
658;JOSE;HERRERA TORRES;1;04/08/1993;2781;0;4
659;DARIO;AGUILAR RAMIREZ;3;07/12/1996;1797;0;1
660;JAIME;ROMAN GARRIDO;2;06/02/2011;1830;757;2
661;BIEL;SUAREZ RUIZ;1;08/09/1997;2338;0;1
662;HECTOR;BENITEZ DIEZ;2;06/05/1991;1386;753;5
663;MARCOS;ROMAN MORA;3;09/07/2011;1810;0;5
664;LEO;DIEZ BLANCO;1;08/11/2002;1448;0;3
665;ANDRES;MOLINA SOTO;3;10/01/1996;2402;0;6
666;AARON;HERRERO MARQUEZ;2;09/07/2006;1604;646;2
667;IVAN;PASCUAL MORA;6;06/03/1999;2824;0;1
668;POL;GALLARDO SANTIAGO;1;10/07/2007;1478;0;5
669;ANDRES;RODRIGUEZ NAVARRO;2;01/02/2004;2325;644;5
670;ORIOL;VIDAL MARIN;2;03/10/1996;2599;795;4
671;ALBERTO;DIAZ DELGADO;1;09/05/1990;749;0;1
672;VICTOR;RUBIO ALONSO;1;09/11/2007;1936;0;1
673;FRANCISCO JAVIER;ORTIZ LOZANO;6;06/07/2004;881;0;2
674;ORIOL;CASTILLO SANCHEZ;3;05/11/2004;1187;0;3
675;ADRIA;ALONSO SANZ;6;11/04/2006;1788;0;4
676;FRANCISCO JAVIER;SANTOS CABRERA;5;12/09/2013;772;0;5
677;IKER;PASTOR ARIAS;2;07/11/2011;1865;767;4
678;JOEL;GIL CRESPO;1;02/12/2009;725;0;4
679;GABRIEL;NU¥EZ SUAREZ;2;06/11/2006;1051;772;4
680;JAVIER;MARIN LEON;5;05/07/1993;804;0;4
681;JAIME;PEREZ GIL;1;06/07/2011;2646;0;4
682;IKER;PRIETO CASTILLO;1;05/06/2005;1368;0;4
683;VICTOR;IBA¥EZ SANCHEZ;1;05/08/2012;803;0;5
684;LUIS;DELGADO PEREZ;5;02/09/2001;2305;0;1
685;IZAN;VEGA DIEZ;1;07/07/1996;2768;0;6
686;ISMAEL;VEGA VAZQUEZ;1;07/10/2011;1860;0;2
687;SERGIO;PARRA MORALES;5;01/11/1990;2145;0;1
688;JOSE MANUEL;SANZ PRIETO;6;08/12/1994;2417;0;1
689;FERNANDO;FLORES SOTO;2;06/04/2010;861;901;1
690;MATEO;GARRIDO DURAN;1;12/06/2011;1559;0;4
691;ROBERTO;SANCHEZ BRAVO;1;05/01/2010;943;0;5
692;RODRIGO;ORTEGA FLORES;2;04/01/1992;1523;955;2
693;ADAM;ROJAS RUBIO;1;03/07/1990;2197;0;1
694;MOHAMED;MARIN SAEZ;1;12/04/2001;2447;0;3
695;MANUEL;GALLEGO IGLESIAS;4;08/01/2006;1862;0;2
696;CRISTIAN;HERRERO MARQUEZ;1;04/12/1992;1683;0;5
697;LEO;VIDAL SOLER;1;07/08/2006;872;0;4
698;JAN;RAMOS LOPEZ;1;12/12/2002;881;0;4
699;LEO;SANTIAGO MORA;1;02/05/2006;1685;0;4
700;PEDRO;CANO GARRIDO;6;01/07/2013;1380;0;4
701;JOAN;SANZ DOMINGUEZ;1;08/02/2002;2762;0;1
702;AARON;JIMENEZ LOPEZ;1;10/12/2011;1781;0;3
703;GABRIEL;DOMINGUEZ CAMPOS;1;03/08/2000;718;0;4
704;RAFAEL;TORRES SUAREZ;5;03/10/2001;1902;0;2
705;GUILLEM;VELASCO PASCUAL;6;09/01/1990;2320;0;4
706;ADAM;ROJAS GOMEZ;1;03/07/1994;2778;0;4
707;JOSE MANUEL;CALVO FERRER;1;02/04/1991;1983;0;2
708;DANIEL;ARIAS SANCHEZ;1;06/08/2006;2054;0;4
709;ARNAU;CRUZ CAMPOS;1;11/11/2009;1853;0;1
710;ORIOL;NIETO MORA;4;06/09/1991;1149;0;4
711;RAUL;JIMENEZ GARRIDO;1;04/01/2005;1809;0;4
712;OLIVER;VARGAS DELGADO;3;11/05/2005;1990;0;2
713;BIEL;ORTIZ MENDEZ;1;12/11/1997;2636;0;4
714;JOAN;MONTERO RAMIREZ;1;03/01/2001;964;0;4
715;UNAI;PARRA GALLEGO;1;04/03/2010;2052;0;5
716;JOSE ANTONIO;CRUZ VAZQUEZ;1;02/12/2005;902;0;6
717;IAN;VELASCO NAVARRO;5;06/07/2007;660;0;4
718;MARTIN;ORTIZ ALVAREZ;6;01/04/2007;833;0;3
719;CESAR;FUENTES HERNANDEZ;1;02/10/1996;1909;0;6
720;ORIOL;CASTILLO DELGADO;1;05/11/2000;798;0;1
721;MARTIN;SOTO CORTES;2;09/05/1999;2189;880;1
722;MARCO;GUERRERO BENITEZ;3;06/01/1998;1318;0;1
723;LEO;ALONSO RUIZ;2;05/12/1995;610;882;4
724;MARCO;ROJAS DIEZ;2;06/01/1994;1155;561;4
725;ADAM;SOLER CALVO;4;02/06/2002;906;0;1
726;MIGUEL ANGEL;GOMEZ GOMEZ;1;06/08/2007;1056;0;4
727;GERARD;VEGA VIDAL;1;01/03/1991;1557;0;3
728;AITOR;MU¥OZ MARTIN;1;05/04/2002;2588;0;4
729;LEO;PASCUAL BLANCO;2;12/05/2001;2306;635;2
730;GABRIEL;DELGADO ROMAN;6;10/12/2010;2769;0;4
731;LUIS;ARIAS VAZQUEZ;1;06/12/2010;2974;0;4
732;FRANCISCO;NIETO MONTERO;4;03/04/1990;2783;0;4
733;MARC;NU¥EZ HERNANDEZ;2;11/10/2006;946;623;4
734;RAUL;SANTIAGO VICENTE;2;02/03/1995;965;725;3
735;ADRIAN;MORENO CANO;4;10/09/2011;1139;0;4
736;MARCO;HERNANDEZ CORTES;1;06/07/2004;1635;0;5
737;AARON;SERRANO CANO;5;02/10/2005;774;0;3
738;ASIER;SOLER CRUZ;1;04/01/2004;1694;0;1
739;MIGUEL ANGEL;BRAVO CORTES;2;07/11/1994;710;812;2
740;MOHAMED;GIL NIETO;1;07/02/1994;2553;0;6
741;IVAN;VELASCO PASTOR;1;02/10/2000;2957;0;4
742;JAN;VARGAS RODRIGUEZ;1;12/03/2002;2890;0;4
743;ANGEL;VARGAS MU¥OZ;6;01/10/2010;2348;0;4
744;RAFAEL;DELGADO GIMENEZ;1;06/03/1990;903;0;4
745;DAVID;SOTO CABRERA;2;11/11/2004;1129;636;2
746;NICOLAS;DIEZ PE¥A;2;02/12/1991;2674;714;1
747;ERIC;VELASCO ORTEGA;1;12/06/1993;1719;0;5
748;ADAM;ESTEBAN VEGA;6;09/09/2000;2047;0;6
749;ASIER;PASCUAL RUIZ;5;05/12/1995;2226;0;1
750;FRANCISCO JAVIER;LORENZO FERNANDEZ;2;03/05/2003;2533;876;1
751;JON;DURAN GUTIERREZ;1;07/01/2000;2575;0;2
752;DIEGO;SANTIAGO MARTIN;1;04/03/1999;1744;0;6
753;SANTIAGO;GONZALEZ SANCHEZ;5;08/06/2012;623;0;4
754;ISMAEL;MONTERO MONTERO;1;12/01/2006;1113;0;2
755;LUCAS;PEREZ ROMAN;1;02/09/1993;1787;0;1
756;ISMAEL;VELASCO GONZALEZ;1;09/04/2007;1065;0;6
757;JAIME;VAZQUEZ SOTO;4;04/10/2000;2357;0;4
758;PAU;CABRERA MORALES;5;07/04/2008;1707;0;1
759;RAYAN;LEON SANTIAGO;1;06/12/1998;1208;0;1
760;SAMUEL;CRUZ RAMOS;1;07/12/2001;1979;0;1
761;ALBERTO;CASTILLO VELASCO;6;01/02/2013;1029;0;5
762;UNAI;SANCHEZ MENDEZ;1;07/04/2002;2487;0;1
763;JOEL;MONTERO SOTO;6;02/12/1992;1355;0;2
764;MIGUEL ANGEL;DELGADO FERRER;6;08/10/2009;2177;0;5
765;MIGUEL ANGEL;MOLINA ROMERO;1;04/11/2001;2004;0;2
766;RAYAN;SANCHEZ MARQUEZ;1;06/03/1993;849;0;1
767;GUILLERMO;VELASCO ORTEGA;1;04/12/2006;2255;0;4
768;CESAR;GARCIA FERNANDEZ;1;03/07/2012;1035;0;1
769;MARCO;CASTILLO HERRERO;5;08/11/1997;2515;0;4
770;JOAN;GUTIERREZ ORTEGA;3;09/06/2006;972;0;4
771;JOAN;NU¥EZ FERNANDEZ;2;12/03/1990;1068;983;1
772;POL;GIMENEZ SAEZ;1;12/11/2001;1143;0;2
773;JUAN;PASTOR CAMPOS;1;05/10/1995;1896;0;6
774;IAN;FUENTES MOLINA;2;08/04/2012;2693;829;4
775;PEDRO;RUIZ GOMEZ;1;02/06/1997;2483;0;1
776;JAVIER;PE¥A PEREZ;2;12/06/1993;2735;877;4
777;MANUEL;NU¥EZ MENDEZ;2;01/10/2010;2182;871;3
778;ANDRES;SOLER PARRA;2;09/01/1994;2959;556;3
779;HECTOR;CABRERA MARIN;5;11/02/2001;1442;0;1
780;JOEL;GUERRERO JIMENEZ;5;10/10/2012;2340;0;3
781;IZAN;VAZQUEZ GUTIERREZ;2;11/12/1999;1778;502;6
